ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,TypeOfMobileTechnology_Code,TypeOfMobileTechnology_Desc,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2000,Footnotes_2001,Footnotes_2002,Footnotes_2003,Footnotes_2004,Footnotes_2005,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Nature_Code_2000,Nature_Code_2001,Nature_Code_2002,Nature_Code_2003,Nature_Code_2004,Nature_Code_2005,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Source_2000,Source_2001,Source_2002,Source_2003,Source_2004,Source_2005,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,TimeDetail_2000,TimeDetail_2001,TimeDetail_2002,TimeDetail_2003,TimeDetail_2004,TimeDetail_2005,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,Value_2000,Value_2001,Value_2002,Value_2003,Value_2004,Value_2005,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Latest_Year,Latest_Value
UGA,32.39100438,1.279557331,800,Uganda,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,31.40270802,49.00735945,804,Ukraine,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,31.40270802,49.00735945,804,Ukraine,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,31.40270802,49.00735945,804,Ukraine,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKD,21.7007909,41.60048068,807,"Macedonia, Republic of",9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKD,21.7007909,41.60048068,807,"Macedonia, Republic of",9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKD,21.7007909,41.60048068,807,"Macedonia, Republic of",9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,29.77468534,26.57438204,818,Egypt,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,29.77468534,26.57438204,818,Egypt,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,29.77468534,26.57438204,818,Egypt,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,-2.23830539,53.27691757,826,United Kingdom,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,-2.23830539,53.27691757,826,United Kingdom,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,-2.23830539,53.27691757,826,United Kingdom,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GGY,-2.200712402,49.71561166,831,Guernsey,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GGY,-2.200712402,49.71561166,831,Guernsey,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GGY,-2.200712402,49.71561166,831,Guernsey,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JEY,-2.136773508,49.22353354,832,Jersey,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JEY,-2.136773508,49.22353354,832,Jersey,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JEY,-2.136773508,49.22353354,832,Jersey,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMN,-4.538190305,54.22880901,833,Isle of Man,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMN,-4.538190305,54.22880901,833,Isle of Man,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMN,-4.538190305,54.22880901,833,Isle of Man,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZA,34.80521182,-6.265332606,834,"Tanzania, United Republic of",9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZA,34.80521182,-6.265332606,834,"Tanzania, United Republic of",9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZA,34.80521182,-6.265332606,834,"Tanzania, United Republic of",9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
